rise,down,freq,ma_window,total_return,yearly_vol,maxdrawdown,sharpe,max_loss_period,hold_time,start_date,end_date
0.045,-0.07,30.0,50,1.150236092936483,0.7958181057218325,0.3877600843376044,1.919683168086639,0.20776255707762556,0.7529109589041095,2021-01-01,2021-12-31
0.035,-0.07,30.0,50,1.1040777058469058,0.7709919053019167,0.41679976778161604,1.9376763258346834,0.18173515981735158,0.7390410958904109,2021-01-01,2021-12-31
0.03,-0.07,30.0,50,1.0052511835634184,0.7767666437792622,0.41422684424089806,1.7418358403475762,0.182648401826484,0.7429794520547945,2021-01-01,2021-12-31
0.035,-0.065,30.0,50,0.9912212633873582,0.780836651884388,0.41279064397630516,1.7393054423669978,0.186986301369863,0.729851598173516,2021-01-01,2021-12-31
0.045,-0.075,30.0,50,0.9328918476216289,0.8031902814390234,0.4043156885057945,1.4776836788255137,0.41912100456621004,0.7860159817351597,2021-01-01,2021-12-31
0.05,-0.03,30.0,50,0.9267939948909939,0.7608640646902771,0.4281624346511144,1.7408253203983977,0.40713470319634704,0.6997146118721461,2021-01-01,2021-12-31
0.05,-0.07,30.0,50,0.9251425873765733,0.7673300516521832,0.5002400983054839,1.6190113958691508,0.2131849315068493,0.7446917808219178,2021-01-01,2021-12-31
0.04,-0.07,30.0,50,0.9196676626813546,0.7734072871736922,0.41679976778161604,1.5998492689044257,0.20776255707762556,0.7432648401826484,2021-01-01,2021-12-31
0.03,-0.065,30.0,50,0.9048245857614736,0.7860702149709197,0.41279064397630527,1.5679371439484708,0.19845890410958902,0.7341324200913242,2021-01-01,2021-12-31
0.035,-0.075,30.0,50,0.8997114046661013,0.7781621514754681,0.4043156885057964,1.4983823744486735,0.3696917808219178,0.7716324200913242,2021-01-01,2021-12-31
0.065,-0.01,30.0,50,0.8935061242388044,0.7754550469014091,0.38634337364787275,1.6149719944918093,0.2374429223744292,0.7134703196347032,2021-01-01,2021-12-31
0.035,-0.06,30.0,50,0.8691293825881333,0.7513814479957739,0.4014448997342949,1.6291932364010253,0.21809360730593608,0.7099885844748858,2021-01-01,2021-12-31
0.055,-0.07,30.0,50,0.8399652657455001,0.7704256700409373,0.5002400983054839,1.450590626210712,0.2131849315068493,0.7515981735159817,2021-01-01,2021-12-31
0.065,-0.015,30.0,50,0.8340157202577005,0.7741098708550463,0.40165955678201015,1.4818508331985176,0.2363013698630137,0.7270547945205479,2021-01-01,2021-12-31
0.045,-0.065,30.0,50,0.8147318192189932,0.7964646804888923,0.4120448632994876,1.3832838891332455,0.23641552511415526,0.7394977168949771,2021-01-01,2021-12-31
0.055,-0.03,30.0,50,0.8081848583069008,0.7550285386015139,0.3913384759940262,1.5391875915834514,0.39794520547945206,0.6954337899543379,2021-01-01,2021-12-31
0.035,-0.08,30.0,50,0.7955394251359719,0.7753541764343693,0.4454779034525126,1.3403003583120812,0.38116438356164384,0.7655251141552512,2021-01-01,2021-12-31
0.01,-0.045,30.0,50,0.7927316516432454,0.711194035729277,0.3978437645713629,1.6662669605831115,0.3696917808219178,0.6689497716894977,2021-01-01,2021-12-31
0.045,-0.08,30.0,50,0.7905609129744214,0.7990725884963378,0.47054550705321024,1.2629054981266805,0.444634703196347,0.783390410958904,2021-01-01,2021-12-31
0.03,-0.075,30.0,50,0.7874461293589748,0.7788445038799143,0.40431568850579647,1.3106542643112593,0.40176940639269404,0.771404109589041,2021-01-01,2021-12-31
0.065,-0.02,30.0,50,0.7810399500650567,0.7785783954512075,0.35778649264663803,1.3279479605648465,0.2374429223744292,0.7554223744292238,2021-01-01,2021-12-31
0.025,-0.07,30.0,50,0.7770869404954067,0.7897845326435329,0.4967709266342794,1.289714644753277,0.18173515981735158,0.7628995433789955,2021-01-01,2021-12-31
0.02,-0.065,30.0,50,0.7660417949218298,0.7688566403745201,0.4523315215127139,1.4010641209830448,0.3016552511415525,0.7111301369863013,2021-01-01,2021-12-31
0.035,-0.045,30.0,50,0.7524615303686812,0.7317323061256621,0.3973465633096897,1.515505013036492,0.25496575342465755,0.6785388127853881,2021-01-01,2021-12-31
0.05,-0.015,30.0,50,0.739865278242608,0.7523519752498601,0.3930529355682254,1.391023948503088,0.25496575342465755,0.7069634703196347,2021-01-01,2021-12-31
0.05,-0.065,30.0,50,0.7381895767299105,0.7681464499311424,0.5002400983054839,1.314138239238511,0.25496575342465755,0.7312785388127854,2021-01-01,2021-12-31
0.07,-0.01,30.0,50,0.736372014812508,0.7730255323224903,0.3863433736478734,1.3585085550113831,0.25513698630136983,0.7011986301369862,2021-01-01,2021-12-31
0.06,-0.01,30.0,50,0.724306033883234,0.767256966635314,0.415215981264474,1.2897093701620712,0.19823059360730594,0.7319634703196347,2021-01-01,2021-12-31
0.055,-0.065,30.0,50,0.7220120710158782,0.7642662579021031,0.5002400983054839,1.2905549484999146,0.25496575342465755,0.7320205479452054,2021-01-01,2021-12-31
0.05,-0.06,30.0,50,0.7186769504186814,0.7690257913957668,0.524812720802618,1.2628576276053924,0.4087328767123288,0.7400114155251142,2021-01-01,2021-12-31
0.04,-0.065,30.0,50,0.7124812966113182,0.7855737722905286,0.41204486329948703,1.233590494889353,0.23641552511415526,0.7352168949771689,2021-01-01,2021-12-31
0.05,-0.035,30.0,50,0.7092169127449107,0.7619973956704944,0.5470159951342062,1.3368142596723864,0.42197488584474885,0.6962328767123287,2021-01-01,2021-12-31
0.035,-0.055,30.0,50,0.7070024667472646,0.7278678152688371,0.3906697941584604,1.4080559909095562,0.42197488584474885,0.6898401826484019,2021-01-01,2021-12-31
0.04,-0.075,30.0,50,0.7051702855836247,0.7808694410006414,0.4043156885057964,1.1639500986144777,0.41912100456621004,0.7758561643835616,2021-01-01,2021-12-31
0.055,-0.06,30.0,50,0.7024994447046484,0.7651500351047104,0.5248127208026176,1.23944059051693,0.4087328767123288,0.7407534246575342,2021-01-01,2021-12-31
0.06,-0.03,30.0,50,0.6981061528797731,0.7634312697861034,0.4273604274347242,1.2680744452294535,0.4041095890410959,0.7211187214611872,2021-01-01,2021-12-31
0.05,-0.075,30.0,50,0.6963369676622974,0.7777668771899939,0.48722307939247766,1.1498942464614745,0.4192351598173516,0.7785958904109589,2021-01-01,2021-12-31
0.015,-0.045,30.0,50,0.6858218907584394,0.7081615006981934,0.39784376457136406,1.4755470375963253,0.41912100456621004,0.6563356164383561,2021-01-01,2021-12-31
0.035,-0.085,30.0,50,0.6852701111765113,0.7726011027414655,0.4454779034525126,1.1934280172259513,0.40176940639269404,0.7432077625570777,2021-01-01,2021-12-31
0.03,-0.085,30.0,50,0.6842951954561682,0.7719423084368028,0.4429049799117948,1.1961461354485097,0.40176940639269404,0.7410958904109589,2021-01-01,2021-12-31
0.015,-0.055,30.0,50,0.6834124573662891,0.6949984830288667,0.4206382849061008,1.5275697368828018,0.179337899543379,0.6437214611872146,2021-01-01,2021-12-31
0.03,-0.08,30.0,50,0.6832741498288447,0.7760381376190598,0.4429049799117948,1.1504878227010384,0.4079337899543379,0.765296803652968,2021-01-01,2021-12-31
0.045,-0.085,30.0,50,0.683138467232085,0.7962858239390104,0.5217330743389713,1.127993613935572,0.48504566210045663,0.7605593607305936,2021-01-01,2021-12-31
0.055,-0.015,30.0,50,0.6815459787073915,0.768521912120689,0.3930529355682251,1.2153636553820295,0.23641552511415526,0.7296803652968036,2021-01-01,2021-12-31
0.07,-0.015,30.0,50,0.6796660544780577,0.7711411177046463,0.40165955678201054,1.2338573917401774,0.25513698630136983,0.7143264840182648,2021-01-01,2021-12-31
0.065,-0.03,30.0,50,0.6792434282728516,0.7748133154943249,0.47707476590351167,1.2141488866573595,0.4086187214611872,0.7220319634703196,2021-01-01,2021-12-31
0.05,-0.08,30.0,50,0.6755431978085705,0.7691043495354715,0.4705455070532125,1.1414256741311974,0.444634703196347,0.7695205479452054,2021-01-01,2021-12-31
0.035,-0.03,30.0,50,0.6724474350164513,0.7332016098980869,0.4183387505290494,1.375825564391235,0.19823059360730594,0.6666095890410959,2021-01-01,2021-12-31
0.045,-0.06,30.0,50,0.6700991725435315,0.7758883671367199,0.47386501241481327,1.1577947740862053,0.26210045662100456,0.7459474885844749,2021-01-01,2021-12-31
0.035,-0.05,30.0,50,0.6581995344916428,0.7355300980885644,0.4102212265712496,1.274843092198467,0.25496575342465755,0.7019406392694064,2021-01-01,2021-12-31
0.025,-0.065,30.0,50,0.656050328983011,0.7785905507326182,0.4677312431902677,1.1544987462186405,0.3016552511415525,0.729851598173516,2021-01-01,2021-12-31
0.02,-0.085,30.0,50,0.6499328475805023,0.7750174559635956,0.4436183486949133,1.1224098199146286,0.23761415525114155,0.7471461187214612,2021-01-01,2021-12-31
0.02,-0.055,30.0,50,0.6477746632087599,0.7055052830989957,0.4280729085947673,1.3994223740188536,0.17945205479452053,0.656107305936073,2021-01-01,2021-12-31
0.075,-0.01,30.0,50,0.6356466005334535,0.7862066234759123,0.4125133014212061,1.1294862918875008,0.49554794520547946,0.715810502283105,2021-01-01,2021-12-31
0.03,-0.06,30.0,50,0.6348105460615954,0.745984795023767,0.4014448997342947,1.192147067837086,0.22437214611872144,0.7138127853881279,2021-01-01,2021-12-31
0.05,-0.05,30.0,50,0.6328175546600456,0.7522476964284069,0.5087039560598249,1.155684780126193,0.4199200913242009,0.7279109589041096,2021-01-01,2021-12-31
0.05,-0.025,30.0,50,0.6282644856536294,0.7611164461917362,0.6295637286093878,1.1648735453521744,0.6204337899543378,0.7086187214611872,2021-01-01,2021-12-31
0.06,-0.07,30.0,50,0.6278228533387858,0.7858511315068217,0.5002400983054839,1.0289546670022036,0.25154109589041096,0.7764269406392694,2021-01-01,2021-12-31
0.045,-0.095,30.0,50,0.6271076972533786,0.7940308362041225,0.47683995527951295,1.0186176375029552,0.4757990867579909,0.7753424657534246,2021-01-01,2021-12-31
0.055,-0.035,30.0,50,0.6179980876209538,0.748741494515414,0.5101920364771185,1.2032534937587178,0.4199200913242009,0.685958904109589,2021-01-01,2021-12-31
0.05,-0.02,30.0,50,0.6148914877758421,0.7459927670195141,0.42477394298455334,1.1804007858238714,0.6204337899543378,0.6982876712328767,2021-01-01,2021-12-31
0.055,-0.075,30.0,50,0.6107314206876447,0.7808402627603032,0.48722307939247766,0.9957277562210509,0.4192351598173516,0.7855022831050228,2021-01-01,2021-12-31
0.095,-0.01,30.0,50,0.598918717924587,0.7529727548552858,0.41713192406075716,1.1765877627508363,0.4360159817351598,0.6760273972602739,2021-01-01,2021-12-31
0.02,-0.075,30.0,50,0.5978497848590657,0.7747163791723132,0.4837539077212726,1.0216268793397163,0.23652968036529678,0.7553652968036529,2021-01-01,2021-12-31
0.045,-0.09,30.0,50,0.5968103591598243,0.7971780455557654,0.5448717174580635,0.9650098786070711,0.5912671232876712,0.7757990867579908,2021-01-01,2021-12-31
0.055,-0.08,30.0,50,0.5899376508339177,0.7722120809422047,0.4705455070532125,0.9839407030008283,0.444634703196347,0.7764269406392694,2021-01-01,2021-12-31
0.035,-0.025,30.0,50,0.5874830091144592,0.7259808624573748,0.39647820846113335,1.2315540000732024,0.23498858447488583,0.6570776255707762,2021-01-01,2021-12-31
0.01,-0.04,30.0,50,0.587003538263732,0.7068353763989247,0.3908294909386215,1.2872497492190003,0.3724885844748858,0.645148401826484,2021-01-01,2021-12-31
0.03,-0.055,30.0,50,0.5866824368761383,0.7207116010783223,0.3655581462310331,1.1767197871549024,0.25513698630136983,0.6917808219178082,2021-01-01,2021-12-31
0.06,-0.065,30.0,50,0.5812698962432435,0.7856968209575528,0.5600233885794419,0.955937011545333,0.4083904109589041,0.7739155251141552,2021-01-01,2021-12-31
0.02,-0.08,30.0,50,0.5801524246677706,0.7721054441049059,0.5509154815845709,1.0020823178794611,0.25804794520547947,0.7498287671232876,2021-01-01,2021-12-31
