rise,down,freq,ma_window,total_return,yearly_vol,maxdrawdown,sharpe,max_loss_period,hold_time,start_date,end_date
0.05,-0.075,15.0,50,1.1642155042897102,0.8137256323883985,0.5167726744919766,1.875725428357953,0.4558219178082192,0.7627568493150685,2021-01-01,2021-12-31
0.045,-0.07,30.0,50,1.150236092936483,0.7958181057218325,0.3877600843376044,1.919683168086639,0.20776255707762556,0.7529109589041095,2021-01-01,2021-12-31
0.035,-0.07,30.0,50,1.1040777058469058,0.7709919053019167,0.41679976778161604,1.9376763258346834,0.18173515981735158,0.7390410958904109,2021-01-01,2021-12-31
0.045,-0.075,15.0,50,1.1036502487216011,0.8202117085641667,0.5167726744919745,1.7437934205735057,0.4558219178082192,0.7716324200913242,2021-01-01,2021-12-31
0.025,-0.075,15.0,50,1.079014913663259,0.7940127164365576,0.46622986534913363,1.7742464232795494,0.23767123287671232,0.7659246575342465,2021-01-01,2021-12-31
0.03,-0.075,15.0,50,1.0616916152031373,0.7899062569998623,0.46622986534913363,1.7890338224297864,0.23767123287671232,0.7512842465753424,2021-01-01,2021-12-31
0.035,-0.075,15.0,50,1.0481964119650466,0.7952957584643006,0.4773171984739484,1.7403742199601444,0.24897260273972602,0.7573059360730593,2021-01-01,2021-12-31
0.05,-0.08,15.0,50,1.0391989075808004,0.8206472116895561,0.5098147913534393,1.620233759488874,0.41307077625570776,0.7815639269406393,2021-01-01,2021-12-31
0.04,-0.075,15.0,50,1.031762626215693,0.7953943303152138,0.4773171984739484,1.7129406147765158,0.24897260273972602,0.757277397260274,2021-01-01,2021-12-31
0.03,-0.07,30.0,50,1.0052511835634184,0.7767666437792622,0.41422684424089806,1.7418358403475762,0.182648401826484,0.7429794520547945,2021-01-01,2021-12-31
0.035,-0.065,30.0,50,0.9912212633873582,0.780836651884388,0.41279064397630516,1.7393054423669978,0.186986301369863,0.729851598173516,2021-01-01,2021-12-31
0.05,-0.075,15.0,0,0.9786572573336341,0.9429247797937436,0.5287363021273184,1.0537741523693178,0.2617009132420091,0.9849315068493151,2021-01-01,2021-12-31
