rise,freq,total_return,yearly_vol,maxdrawdown,hold_time,start_date,end_date
0.0001,1.0,0.7815298411926559,0.13170222358890152,0.26942484059503535,0.29289003044140033,2022-01-01,2022-07-31
0.060000000000000005,10.0,0.6803694315644987,0.34879338866485543,0.21245757066606968,0.21168188736681887,2022-01-01,2022-07-31
0.060000000000000005,20.0,0.6425350671632707,0.4829518348616646,0.22649429748368816,0.21925418569254185,2022-01-01,2022-07-31
0.060000000000000005,25.0,0.6379034534529956,0.5386112992212283,0.20051549004499636,0.2115201674277017,2022-01-01,2022-07-31
0.060000000000000005,5.0,0.6126604479049303,0.25834438655242914,0.21349380098903253,0.22570395738203955,2022-01-01,2022-07-31
0.06999999999999999,1.0,0.5732457760084412,0.11603435773028595,0.2295418546768373,0.23499238964992392,2022-01-01,2022-07-31
0.060000000000000005,2.0,0.5429364705762167,0.16096284296317911,0.22930134566653249,0.21146499238964994,2022-01-01,2022-07-31
0.060000000000000005,1.0,0.5398297593911484,0.1155441208653801,0.2286491414887578,0.22525875190258754,2022-01-01,2022-07-31
0.001,1.0,0.5304260931657553,0.13216217610309172,0.28877777714728486,0.2867313546423136,2022-01-01,2022-07-31
0.001,5.0,0.4928693772899311,0.29860237338024853,0.2956651884306454,0.28888888888888886,2022-01-01,2022-07-31
0.05,10.0,0.47865402913659544,0.3913191727059785,0.33720664403162776,0.2384512937595129,2022-01-01,2022-07-31
0.05,20.0,0.4734644348161186,0.5283210424508662,0.31958026080964846,0.24334094368340942,2022-01-01,2022-07-31
0.06999999999999999,20.0,0.4591931317869039,0.5111033299263908,0.19050837762667877,0.2113394216133942,2022-01-01,2022-07-31
0.06999999999999999,2.0,0.4562458012397419,0.1584593681455442,0.2581879660023921,0.1648592085235921,2022-01-01,2022-07-31
0.02,2.0,0.44869151110328404,0.18842330605323912,0.23450630789988303,0.29607305936073064,2022-01-01,2022-07-31
0.06999999999999999,5.0,0.4268590188361048,0.2691902553238039,0.23693080867917812,0.2003234398782344,2022-01-01,2022-07-31
0.03,10.0,0.42543388413035516,0.4154249031180149,0.25757234197474804,0.27068112633181124,2022-01-01,2022-07-31
0.11,15.0,0.41998447085226825,0.3348531416140173,0.1416159886403221,0.18558789954337898,2022-01-01,2022-07-31
0.05,25.0,0.4155765041163555,0.5875728466914459,0.34386520872430626,0.22555175038051753,2022-01-01,2022-07-31
0.13,20.0,0.4149855103948333,0.3787705247318093,0.13525929084747795,0.17313546423135462,2022-01-01,2022-07-31
0.12,20.0,0.4149855103948333,0.3787705247318093,0.13525929084747795,0.17313546423135462,2022-01-01,2022-07-31
0.13,25.0,0.41471654485902393,0.42955988590154764,0.1382135100683022,0.17365867579908678,2022-01-01,2022-07-31
0.12,25.0,0.41471654485902393,0.42955988590154764,0.1382135100683022,0.17365867579908678,2022-01-01,2022-07-31
0.13,15.0,0.41430203233782215,0.3297975452332332,0.14300340692081742,0.1730593607305936,2022-01-01,2022-07-31
0.12,15.0,0.41430203233782215,0.3297975452332332,0.14300340692081742,0.1730593607305936,2022-01-01,2022-07-31
0.14,5.0,0.40956930779366874,0.2021935017554959,0.1465101133303674,0.17308789954337897,2022-01-01,2022-07-31
0.14,10.0,0.40956930779366874,0.28027512647657643,0.14257787334760372,0.17315449010654488,2022-01-01,2022-07-31
0.13,10.0,0.40956930779366874,0.28027512647657643,0.14257787334760372,0.17315449010654488,2022-01-01,2022-07-31
0.13,5.0,0.40956930779366874,0.2021935017554959,0.1465101133303674,0.17308789954337897,2022-01-01,2022-07-31
0.12,5.0,0.40956930779366874,0.2021935017554959,0.1465101133303674,0.17308789954337897,2022-01-01,2022-07-31
0.12,10.0,0.40956930779366874,0.28027512647657643,0.14257787334760372,0.17315449010654488,2022-01-01,2022-07-31
0.14,20.0,0.40177898289810876,0.3905686404766186,0.13525929084747795,0.2017503805175038,2022-01-01,2022-07-31
0.14,1.0,0.40151187707086156,0.08906950983459773,0.14898911780493596,0.17269596651445968,2022-01-01,2022-07-31
0.13,1.0,0.40151187707086156,0.08906950983459773,0.14898911780493596,0.17269596651445968,2022-01-01,2022-07-31
0.12,1.0,0.40151187707086156,0.08906950983459773,0.14898911780493596,0.17269596651445968,2022-01-01,2022-07-31
0.14,2.0,0.39880904044357673,0.1276804466442741,0.14961297468662732,0.17351217656012177,2022-01-01,2022-07-31
0.12,2.0,0.39880904044357673,0.1276804466442741,0.14961297468662732,0.17351217656012177,2022-01-01,2022-07-31
0.13,2.0,0.39880904044357673,0.1276804466442741,0.14961297468662732,0.17351217656012177,2022-01-01,2022-07-31
0.15000000000000002,1.0,0.39553319091052164,0.09155958274486271,0.14898911780493596,0.20083523592085237,2022-01-01,2022-07-31
0.14,25.0,0.3951907523051715,0.44341231076648396,0.1382135100683022,0.20186453576864538,2022-01-01,2022-07-31
0.15000000000000002,2.0,0.39280335389456067,0.13138664660065633,0.14961297468662732,0.20165525114155253,2022-01-01,2022-07-31
0.15000000000000002,10.0,0.3926566426623271,0.28983931935168483,0.14257787334760372,0.2019216133942161,2022-01-01,2022-07-31
0.15000000000000002,5.0,0.3926566426623271,0.2085430551795046,0.1465101133303674,0.20187404870624046,2022-01-01,2022-07-31
0.06999999999999999,10.0,0.3916808133678991,0.37773980344023006,0.269478093945135,0.20214992389649922,2022-01-01,2022-07-31
0.15000000000000002,15.0,0.3911195042994652,0.3419190223024235,0.14300340692081742,0.20273972602739726,2022-01-01,2022-07-31
0.14,15.0,0.3911195042994652,0.3419190223024235,0.14300340692081742,0.20273972602739726,2022-01-01,2022-07-31
0.05,5.0,0.39044671819439863,0.2856441170945352,0.43567421081196356,0.2513793759512937,2022-01-01,2022-07-31
0.03,1.0,0.3874671590722788,0.13351871998758003,0.2904273754230058,0.2707020547945206,2022-01-01,2022-07-31
0.16,20.0,0.3638536315201547,0.4109559266656085,0.1820581005676491,0.23824200913242008,2022-01-01,2022-07-31
0.15000000000000002,20.0,0.3638536315201547,0.4109559266656085,0.1820581005676491,0.23824200913242008,2022-01-01,2022-07-31
0.0001,15.0,0.3632927015668638,0.5108640350207858,0.3270697835358659,0.2954337899543379,2022-01-01,2022-07-31
0.16,15.0,0.3631104155970811,0.3587394754677571,0.1841643699666825,0.2381563926940639,2022-01-01,2022-07-31
0.18000000000000002,1.0,0.36085050562972526,0.0962108432762611,0.18778900441280288,0.23712138508371386,2022-01-01,2022-07-31
0.16,1.0,0.36085050562972526,0.0962108432762611,0.18778900441280288,0.23712138508371386,2022-01-01,2022-07-31
0.17,1.0,0.36085050562972526,0.0962108432762611,0.18778900441280288,0.23712138508371386,2022-01-01,2022-07-31
0.16,25.0,0.36064290067607224,0.4641449577146478,0.18001051805604168,0.23815639269406394,2022-01-01,2022-07-31
0.15000000000000002,25.0,0.36064290067607224,0.4641449577146478,0.18001051805604168,0.23815639269406394,2022-01-01,2022-07-31
0.16,10.0,0.35796403788289743,0.3037527681436233,0.18802316629907523,0.23822298325722982,2022-01-01,2022-07-31
0.16,2.0,0.35796403788289743,0.13807994084546502,0.1883168594484786,0.23794520547945208,2022-01-01,2022-07-31
0.16,5.0,0.35796403788289743,0.21879328852221824,0.18802316629907584,0.23816590563165904,2022-01-01,2022-07-31
0.17,5.0,0.35796403788289743,0.21879328852221824,0.18802316629907584,0.23816590563165904,2022-01-01,2022-07-31
0.17,2.0,0.35796403788289743,0.13807994084546502,0.1883168594484786,0.23794520547945208,2022-01-01,2022-07-31
0.02,5.0,0.34723728832580764,0.3053695086163769,0.24344032251273495,0.2941875951293759,2022-01-01,2022-07-31
0.060000000000000005,15.0,0.33601390528842584,0.46712940858100427,0.27618857325861157,0.2586472602739726,2022-01-01,2022-07-31
0.09,1.0,0.3266565134370109,0.11294554737508744,0.34129929264412084,0.2160445205479452,2022-01-01,2022-07-31
0.02,1.0,0.3265380908496956,0.13384442175306402,0.2745660475525851,0.29876712328767124,2022-01-01,2022-07-31
0.001,15.0,0.32622818387399255,0.5130627692175206,0.2573151161979146,0.2889269406392694,2022-01-01,2022-07-31
0.06999999999999999,15.0,0.32471894775783655,0.45940109258943806,0.2562064679858255,0.20513698630136987,2022-01-01,2022-07-31
0.09999999999999999,15.0,0.32374416756315433,0.39544057234951807,0.3311511261205304,0.2497716894977169,2022-01-01,2022-07-31
0.09,2.0,0.322663621335075,0.1614443222916247,0.34316182265121753,0.21672754946727552,2022-01-01,2022-07-31
0.01,1.0,0.3204204999805956,0.13650887411448887,0.3777758379409162,0.29804794520547945,2022-01-01,2022-07-31
0.09999999999999999,20.0,0.31978093441594874,0.4621312300024857,0.3348762415366352,0.2511415525114155,2022-01-01,2022-07-31
0.09999999999999999,10.0,0.31847570057915736,0.3390860534394632,0.3361814753734267,0.2500570776255708,2022-01-01,2022-07-31
