rise,down,freq,take_profit_long,take_profit_short,total_return,yearly_vol,maxdrawdown,sharpe,hold_time,strategy_pct
0.0700000000000001,-0.010000000000000009,60.0,1.0,0.0,0.8076199218499241,0.5069993350537461,0.0674103271669011,8.410084326819415,0.007877750103777502,0.6010928961748634
0.010000000000000007,-0.04999999999999989,60.0,1.0,0.0,0.5305680041112788,0.5378257962477007,0.07222589865376816,-8.709003994808675,0.00924297990148491,0.6939890710382514
0.07000000000000013,-0.010000000000000009,15.0,1.0,0.0,0.5138853055665132,0.6030754221732386,0.08885428114809468,8.950937602377957,0.009475813936221555,0.6721311475409837
0.010000000000000007,-0.07000000000000006,60.0,1.0,0.0,0.5068350913093689,0.5729529329118447,0.07765042887295115,-24.034827456289435,0.008144386710754212,0.47540983606557374
0.010000000000000007,-0.010000000000000009,60.0,1.0,0.0,0.3982182690186178,0.6078018217042348,0.08985844540958557,-0.006192302471129491,0.014922524141028522,1.0
0.010000000000000007,-0.059999999999999845,5.0,1.0,0.0,0.3092589228107877,0.624653824993284,0.09356434700879494,-9.136142710521312,0.009642436294005005,0.6775956284153005
0.02000000000000001,-0.07000000000000003,60.0,1.0,0.0,0.2284268555828209,0.5728810102130029,0.07782620101247018,-15.720692806752,0.007516684229012997,0.42622950819672134
0.010000000000000007,-0.07000000000000009,15.0,1.0,0.0,0.19496514170169865,0.5918631381065844,0.0863063138311647,-4.220088879812409,0.008548213806070374,0.5573770491803278
0.020000000000000014,-0.010000000000000009,60.0,1.0,0.0,0.19390278341398093,0.5852616582087786,0.0849730822949452,-7.979847373650358,0.013282186678911257,0.9781420765027322
0.010000000000000007,-0.020000000000000014,60.0,1.0,0.0,0.1537324790220922,0.5581056651491879,0.08192765368486948,-0.8347372067024085,0.012359378587280938,0.9781420765027322
0.030000000000000006,-0.07000000000000002,60.0,1.0,0.0,0.07713036056124412,0.5656536599650993,0.07858163659372158,-8.830151265189352,0.0072777882029148675,0.3989071038251366
0.04999999999999991,-0.04999999999999992,5.0,1.0,0.0,0.07334763817682231,0.6288440981457026,0.09374413439959274,10.970291834025627,0.008021731777439537,0.4918032786885246
0.020000000000000014,-0.07000000000000006,30.0,1.0,0.0,0.06644831188519451,0.5731283897220477,0.08065957178762295,-17.707268822207347,0.00775009184905264,0.47540983606557374
0.0700000000000001,-0.010000000000000009,30.0,1.0,0.0,-0.019123706866756796,0.5834228267365706,0.08839085305269849,4.958578374073286,0.00912676375005142,0.6065573770491803
0.020000000000000014,-0.020000000000000014,5.0,1.0,0.0,-0.0606261535203263,0.6503656276277338,0.10091700512926688,9.379693584758918,0.01346468627501,0.9781420765027322
0.010000000000000007,-0.04000000000000003,15.0,1.0,0.0,-0.10173555573793314,0.5981683890302594,0.08818479797439817,-1.280493841088274,0.011343360090742516,0.8579234972677596
0.010000000000000007,-0.0700000000000001,5.0,1.0,0.0,-0.10279562996205471,0.6316670084038257,0.09690080020213673,-4.478528379037398,0.008898174912376239,0.5956284153005464
0.020000000000000014,-0.020000000000000014,60.0,1.0,0.0,-0.10454361958689906,0.5404380466829641,0.07746553786177633,-9.471788737995107,0.010976363147998925,0.9289617486338798
0.04999999999999988,-0.010000000000000009,60.0,1.0,0.0,-0.11310470175482318,0.5578277390745512,0.08095510739723552,3.5500887922966933,0.009826385466968892,0.7595628415300546
0.010000000000000007,-0.04999999999999989,30.0,1.0,0.0,-0.11405091507097864,0.5738342479558755,0.08270972661490475,-8.15054099841976,0.010097430179462671,0.7049180327868853
0.060000000000000026,-0.04999999999999994,60.0,1.0,0.0,-0.13334402391960154,0.5312538268335233,0.07482863573358399,-0.3848093157749822,0.006705805609915199,0.3825136612021858
0.049999999999999975,-0.06999999999999995,60.0,1.0,0.0,-0.14267041853047052,0.5967161650251352,0.08638185076383414,0.6249223557986541,0.006882244467860904,0.28415300546448086
0.010000000000000007,-0.049999999999999885,15.0,1.0,0.0,-0.1544095502688187,0.5976864353636282,0.08726310688015124,-0.3132817958234588,0.01042170292774644,0.7431693989071038
0.04999999999999992,-0.04999999999999993,60.0,1.0,0.0,-0.1658654984661878,0.5391177691320936,0.07534360050603463,-3.142878735662118,0.007057895033541914,0.4426229508196722
0.010000000000000007,-0.04000000000000003,60.0,1.0,0.0,-0.178026067317964,0.5424962852005619,0.07767032990114697,-5.3788006485191175,0.010324449414468988,0.8032786885245902
0.06000000000000003,-0.06000000000000003,5.0,1.0,0.0,-0.18056575871436575,0.680528335208402,0.10442231735907642,-1.8530061171234495,0.00779399113228774,0.3770491803278688
0.049999999999999926,-0.05999999999999998,15.0,1.0,0.0,-0.19334861575773366,0.5919094131458079,0.08712439056130221,6.281169664026366,0.007218874631524188,0.4316939890710383
0.060000000000000046,-0.06999999999999995,5.0,1.0,0.0,-0.21763487623013517,0.6925169919463954,0.10452643832458096,-9.921881976175314,0.007388928252768592,0.31693989071038253
0.020000000000000014,-0.07000000000000008,15.0,1.0,0.0,-0.22033512944550934,0.5811765714292749,0.08459104376763771,-15.651672187301484,0.00803617662288754,0.5300546448087431
0.04999999999999994,-0.06999999999999999,15.0,1.0,0.0,-0.22095500450126299,0.6171253833861647,0.08960599756819836,1.4510230561079647,0.00699371294213862,0.36612021857923494
0.029999999999999985,-0.010000000000000009,60.0,1.0,0.0,-0.25757396974359903,0.5776725806825477,0.08418355011955814,-2.4428947557143577,0.012193672151522518,0.9234972677595629
0.010000000000000007,-0.059999999999999894,60.0,1.0,0.0,-0.2600102218345071,0.5582729583487472,0.07851961883905546,-16.218976127808393,0.008747146118721459,0.5683060109289617
