rise,down,freq,take_profit_long,take_profit_short,total_return,yearly_vol,maxdrawdown,sharpe,hold_time,ma_window,start_date,end_date
0.065,-0.07,15.0,10,0,-0.31567949620941577,0.782627859893472,1.0512351031813,-0.5282630241024134,0.7635559360730594,300,2021-01-01,2021-12-31
0.015,-0.075,15.0,10,0,-0.317886200939676,0.7341075920800064,1.1657394632268185,-0.6563921405396238,0.6597031963470319,300,2021-01-01,2021-12-31
0.09,-0.01,15.0,10,0,-0.3225903987534798,0.8013954588375174,1.0000575009212795,-0.5360617221381363,0.7509132420091323,300,2021-01-01,2021-12-31
0.08,-0.01,15.0,10,0,-0.32413392905229027,0.7919137002234389,0.8139636688253062,-0.5487673071003157,0.7458618721461187,300,2021-01-01,2021-12-31
0.035,-0.065,15.0,10,0,-0.3286248916790906,0.7842819520870987,0.7783737205693209,-0.5434042878790505,0.7710901826484018,300,2021-01-01,2021-12-31
0.015,-0.06,15.0,10,0,-0.3314466609015831,0.6990985640398782,0.8351227285397268,-0.7876287727632062,0.6019406392694063,200,2021-01-01,2021-12-31
0.015,-0.035,15.0,10,0,-0.3324870630679754,0.684306936155075,0.857703029500841,-0.7681042561171837,0.6325627853881278,300,2021-01-01,2021-12-31
0.095,-0.01,15.0,10,0,-0.33523372409150304,0.7704528003575895,1.0097303311287489,-0.6427091155127719,0.6769977168949771,200,2021-01-01,2021-12-31
0.04,-0.065,15.0,10,0,-0.33649156445426054,0.8060414159892172,0.949162352875885,-0.539057497672278,0.7744292237442922,300,2021-01-01,2021-12-31
0.07,-0.06,15.0,10,0,-0.3366918914254547,0.7967833436543801,0.9908745268667208,-0.5758873510872853,0.7337614155251141,200,2021-01-01,2021-12-31
0.05,-0.09,15.0,10,0,-0.33681065901766805,0.7929891615667705,1.0364869753500705,-0.5670692476813833,0.7490011415525114,300,2021-01-01,2021-12-31
0.07,-0.08,15.0,10,0,-0.33872146905463163,0.7792520449038887,1.1283462572846696,-0.5771510377680795,0.7531392694063926,300,2021-01-01,2021-12-31
0.05,-0.035,15.0,10,0,-0.33891009623001583,0.7332080071700208,0.8659107696131604,-0.6342617704512304,0.7287671232876712,300,2021-01-01,2021-12-31
0.085,-0.01,15.0,10,0,-0.3395158715467995,0.776999609895079,0.9576657945565599,-0.6482490244718697,0.6740582191780822,200,2021-01-01,2021-12-31
0.06,-0.065,15.0,10,0,-0.3397549499927964,0.7822248013245869,0.9812487556600473,-0.6101682731945953,0.7118436073059361,200,2021-01-01,2021-12-31
0.02,-0.06,15.0,10,0,-0.3408246210497872,0.7088792824773568,0.8427729614876243,-0.7872433498949792,0.610730593607306,200,2021-01-01,2021-12-31
0.035,-0.03,15.0,10,0,-0.3436170500774515,0.6998847955467871,0.6113300291793606,-0.7643201994007393,0.642351598173516,300,2021-01-01,2021-12-31
0.055,-0.03,15.0,10,0,-0.3469945119683345,0.7492525732613768,0.8908311888773436,-0.6626278349188183,0.6989155251141552,200,2021-01-01,2021-12-31
0.05,-0.055,15.0,10,0,-0.34837145280133913,0.7791736051191193,1.0942340230389591,-0.6467887020876656,0.6912671232876713,200,2021-01-01,2021-12-31
0.025,-0.015,15.0,10,0,-0.35113794092578876,0.6812775330611593,0.9833200494870089,-0.8192706299099206,0.6291095890410958,300,2021-01-01,2021-12-31
0.05,-0.02,15.0,10,0,-0.3539622520687729,0.7209208417289134,0.8718284418542981,-0.684170831472047,0.7176369863013699,300,2021-01-01,2021-12-31
0.075,-0.08,15.0,10,0,-0.35604533241343195,0.7849297115782443,1.1283462572846696,-0.5927132402119795,0.765296803652968,300,2021-01-01,2021-12-31
