rise,down,freq,take_profit,total_return,yearly_vol,maxdrawdown,sharpe,hold_time,start_date,end_date
0.05,-0.07,15.0,0.9,0.6554571676375189,0.43911451205427476,0.7588648367556491,1.2488296805322243,1.1952625570776256,2019-01-01,2022-07-31
0.05,-0.07,15.0,0.7999999999999999,0.5742037367814943,0.46285192281200543,1.1625715099207454,0.9554860930277653,1.2983732876712328,2019-01-01,2022-07-31
0.05,-0.08,15.0,0.9,0.5514258456679728,0.4338598243330678,0.6409805358704094,1.0836829153190326,1.1728310502283104,2019-01-01,2022-07-31
0.05,-0.08,15.0,0.7999999999999999,0.5281877268718681,0.45847886173717733,1.0037771131515179,0.8985756946317869,1.2820776255707762,2019-01-01,2022-07-31
0.05,-0.06,15.0,0.7999999999999999,0.4307868819765632,0.46589978319414127,0.9781921025202052,0.7129944987899427,1.2968321917808219,2019-01-01,2022-07-31
0.05,-0.06,15.0,0.9,0.3648001867480829,0.4441133483378293,0.5781366977467685,0.6772303189764719,1.2128995433789953,2019-01-01,2022-07-31
0.06,-0.07,15.0,0.9,0.3276707549148714,0.4683936096532592,0.7697494855580984,0.5810482197927896,1.203966894977169,2019-01-01,2022-07-31
0.06,-0.07,15.0,0.9500000000000001,0.32194760043374115,0.37493062354598483,0.5737604315396329,1.089289343493884,0.7882990867579909,2019-01-01,2022-07-31
0.05,-0.07,15.0,0.7,0.3028301248974878,0.46328398335090626,1.1625715099207468,0.5001362580244696,1.3069634703196347,2019-01-01,2022-07-31
0.05,-0.08,15.0,0.7,0.2867405242624709,0.4581644186512212,1.0037771131515187,0.48483685377409097,1.2908390410958903,2019-01-01,2022-07-31
0.06,-0.07,15.0,0.7999999999999999,0.27557683572805924,0.47886657162865875,1.0706516132686499,0.44458779775409485,1.2944063926940639,2019-01-01,2022-07-31
0.06,-0.08,15.0,0.9,0.22805215394354472,0.4609100758480867,0.6373493552734643,0.428727820540987,1.1540810502283105,2019-01-01,2022-07-31
0.05,-0.06,15.0,0.7,0.22029991375008248,0.4638755120464281,1.0210890705646942,0.36433292613604196,1.3035102739726028,2019-01-01,2022-07-31
0.05,-0.07,15.0,0.75,0.2097769090880738,0.462827392391693,1.1625715099207472,0.3477688926667064,1.303310502283105,2019-01-01,2022-07-31
0.04,-0.07,15.0,0.7999999999999999,0.19429040251784482,0.4700331564958596,1.379856256813605,0.30355124809183665,1.3617294520547945,2019-01-01,2022-07-31
0.05,-0.08,15.0,0.75,0.19368730845305654,0.4577027135516285,1.0037771131515187,0.3287434338557518,1.2872431506849316,2019-01-01,2022-07-31
0.07,-0.07,15.0,0.7,0.16382617767209084,0.491492094435491,1.177017291024539,0.2380692564495624,1.4001141552511416,2019-01-01,2022-07-31
0.06,-0.08,15.0,0.9500000000000001,0.16206929446767243,0.3543986868297047,0.47954472629217854,0.6037931484618622,0.7573915525114155,2019-01-01,2022-07-31
0.04,-0.07,15.0,0.9,0.15318863541184782,0.4547340169188567,1.1791214017346758,0.2584482898639348,1.303453196347032,2019-01-01,2022-07-31
0.05,-0.07,15.0,0.6499999999999999,0.14381014442004217,0.4686599320173007,1.2081413168109414,0.23468137528709065,1.3075342465753423,2019-01-01,2022-07-31
0.05,-0.07,15.0,0.0,0.14381014442004217,0.4686599320173007,1.2081413168109414,0.23468137528709065,1.3075342465753423,2019-01-01,2022-07-31
0.05,-0.07,15.0,0.6,0.14381014442004217,0.4686599320173007,1.2081413168109414,0.23468137528709065,1.3075342465753423,2019-01-01,2022-07-31
0.04,-0.08,15.0,0.7999999999999999,0.13498562368496078,0.46694903241034164,1.3009690476036968,0.2174663046561426,1.3293093607305935,2019-01-01,2022-07-31
0.05,-0.08,15.0,0.6499999999999999,0.1277205437850249,0.4635997262244116,1.0493469200417134,0.21333077176243417,1.2914098173515982,2019-01-01,2022-07-31
0.05,-0.08,15.0,0.6,0.1277205437850249,0.4635997262244116,1.0493469200417134,0.21333077176243417,1.2914098173515982,2019-01-01,2022-07-31
0.05,-0.08,15.0,0.0,0.1277205437850249,0.4635997262244116,1.0493469200417134,0.21333077176243417,1.2914098173515982,2019-01-01,2022-07-31
0.05,-0.06,15.0,0.75,0.12724669794066812,0.4634194670484745,1.021089070564694,0.2112309238602089,1.2999143835616438,2019-01-01,2022-07-31
0.07,-0.07,15.0,0.9500000000000001,0.1235119544977626,0.40184540242984984,0.7855243623729466,0.34083230287049304,0.9017979452054794,2019-01-01,2022-07-31
0.01,-0.09,15.0,0.9500000000000001,0.11656489406085747,0.49267874363383735,0.8917980234489202,0.1500526341448341,1.5767408675799086,2019-01-01,2022-07-31
0.07,-0.08,15.0,0.9,0.11427093128822999,0.4669800159199399,0.6040296138984567,0.19703918413917057,1.2418949771689498,2019-01-01,2022-07-31
0.07,-0.08,15.0,0.7,0.11050222126341777,0.4845394313364979,1.086342540970539,0.16233142856011518,1.4048801369863013,2019-01-01,2022-07-31
0.05,-0.07,15.0,0.9500000000000001,0.09714831947457897,0.3778487240651701,0.675650959610989,0.29385806189564545,0.8749429223744292,2019-01-01,2022-07-31
0.04,-0.08,15.0,0.9,0.0870747100940116,0.44751693885460303,1.013426624399489,0.15315820881835665,1.2704052511415524,2019-01-01,2022-07-31
0.06,-0.07,15.0,0.7,0.08392323382590293,0.48092511459573883,1.098358182221577,0.1339308124863326,1.3029394977168949,2019-01-01,2022-07-31
0.05,-0.05,15.0,0.7999999999999999,0.06749890895658664,0.48105011948917764,1.385520067192219,0.10210291829454861,1.3742579908675798,2019-01-01,2022-07-31
0.05,-0.06,15.0,0.6499999999999999,0.06303971279256766,0.4682331811065519,1.1683343009036058,0.1032737724748242,1.3036529680365296,2019-01-01,2022-07-31
0.05,-0.06,15.0,0.6,0.06303971279256766,0.4682331811065519,1.1683343009036058,0.1032737724748242,1.3036529680365296,2019-01-01,2022-07-31
0.05,-0.06,15.0,0.0,0.06303971279256766,0.4682331811065519,1.1683343009036058,0.1032737724748242,1.3036529680365296,2019-01-01,2022-07-31
0.04,-0.07,15.0,0.7,0.054561808250546344,0.4713804714812811,1.3798562568136048,0.0840589475832734,1.3769977168949772,2019-01-01,2022-07-31
0.06,-0.04,15.0,0.9500000000000001,0.051635740866653033,0.4217093710580156,0.8568082525058343,0.10997729732178065,1.1133561643835617,2019-01-01,2022-07-31
0.07,-0.08,15.0,0.9500000000000001,0.03934843552576458,0.3804573207662204,0.5904946634224322,0.11920590044320784,0.8676084474885845,2019-01-01,2022-07-31
0.04,-0.07,15.0,0.75,0.028289907508879514,0.4711760670197686,1.379856256813605,0.043604678311605194,1.3769406392694064,2019-01-01,2022-07-31
0.07,-0.07,15.0,0.75,0.028112231987260566,0.4953154623792928,1.1770172910245358,0.040598915019706215,1.3979737442922373,2019-01-01,2022-07-31
0.05,-0.04,15.0,0.7999999999999999,0.022630556992939636,0.5018643610553111,1.0797068832219228,0.029829859681522613,1.5116723744292238,2019-01-01,2022-07-31
0.05,-0.06,15.0,0.9500000000000001,0.016903821159883592,0.38445117987730854,0.5003872068524577,0.04910950790460261,0.8953196347031963,2019-01-01,2022-07-31
0.06,-0.08,15.0,0.7999999999999999,0.00904006370318748,0.47066713041153974,0.956391449091228,0.015170190057946823,1.266095890410959,2019-01-01,2022-07-31
0.07,-0.07,15.0,0.7999999999999999,0.008554888892119743,0.482127291388843,1.1244089350240065,0.01339490651915977,1.3246860730593606,2019-01-01,2022-07-31
0.05,-0.07,15.0,0.8500000000000001,0.0011493907172889521,0.4566201943689499,1.162571509920746,0.0019679520204830053,1.2790810502283105,2019-01-01,2022-07-31
0.04,-0.08,15.0,0.7,0.0002462910646865566,0.4639402059708907,1.3009690476036968,0.00039477957736681044,1.344720319634703,2019-01-01,2022-07-31
0.02,-0.04,15.0,1.0,2.9103830456733705e-15,1.9435808687617106e-15,2.1827872842550284e-15,128.28867679539084,0.011672374429223744,2019-01-01,2022-07-31
0.03,-0.03,9600.0,1.0,1.8189894035458565e-15,9.093456478819841e-17,3.4560798667371277e-15,1.9113080019505027,10.465753424657535,2019-01-01,2022-07-31
0.02,-0.03,15.0,1.0,1.6370904631912708e-15,2.1230078367050275e-15,3.637978807091714e-15,55.36883130365049,0.013926940639269405,2019-01-01,2022-07-31
0.02,-0.09,45.0,1.0,1.2732925824820995e-15,1.1505761535925283e-15,4.1836756281554714e-15,30.05987896313655,0.036815068493150686,2019-01-01,2022-07-31
0.02,-0.05,15.0,1.0,7.275957614183426e-16,2.04545994688617e-15,3.456079866737128e-15,27.51471863755211,0.01292808219178082,2019-01-01,2022-07-31
0.02,-0.08,45.0,1.0,7.275957614183426e-16,1.360249252412454e-15,5.093170329928399e-15,10.395372001767658,0.051455479452054795,2019-01-01,2022-07-31
0.05,-0.09,45.0,1.0,5.456968210637569e-16,1.0094742275748032e-15,2.364686224609614e-15,19.07528507887789,0.028339041095890413,2019-01-01,2022-07-31
